Pair,Date,M1_Additions,M2_Additions,M1_deletions,M2_deletions,Member_1,Member_2,Total
15,2020-05-13,0.0,71.0,0.0,0.0,0.0,71.0,71.0
16,2020-05-03,15.0,0.0,15.0,15.0,30.0,15.0,45.0
16,2020-05-05,15.0,0.0,3.0,3.0,18.0,3.0,21.0
16,2020-05-07,15.0,0.0,1.0,1.0,16.0,1.0,17.0
16,2020-05-12,17.0,0.0,3.0,3.0,20.0,3.0,23.0
16,2020-05-13,9.0,0.0,1.0,1.0,10.0,1.0,11.0
16,2020-05-14,41.0,41.0,25.0,25.0,66.0,66.0,132.0
16,2020-05-16,0.0,41.0,0.0,0.0,0.0,41.0,41.0
17,2020-05-30,1.0,0.0,2.0,2.0,3.0,2.0,5.0
17,2020-05-13,1.0,0.0,1.0,1.0,2.0,1.0,3.0
17,2020-05-12,35.0,0.0,25.0,25.0,60.0,25.0,85.0
17,2020-05-11,45.0,37.0,38.0,38.0,83.0,75.0,158.0
17,2020-05-10,0.0,9.0,0.0,0.0,0.0,9.0,9.0
17,2020-05-04,19.0,0.0,17.0,17.0,36.0,17.0,53.0
17,2020-05-07,95.0,89.0,18.0,18.0,113.0,107.0,220.0
17,2020-05-06,9.0,0.0,10.0,10.0,19.0,10.0,29.0
17,2020-05-02,46.0,0.0,29.0,29.0,75.0,29.0,104.0
17,2020-04-29,11.0,0.0,11.0,11.0,22.0,11.0,33.0
17,2020-05-08,5.0,0.0,12.0,12.0,17.0,12.0,29.0
17,2020-05-01,27.0,27.0,8.0,8.0,35.0,35.0,70.0
18,2020-05-01,17.0,9.0,5.0,5.0,22.0,14.0,36.0
18,2020-04-29,15.0,0.0,15.0,15.0,30.0,15.0,45.0
18,2020-04-30,22.0,16.0,5.0,5.0,27.0,21.0,48.0
18,2020-05-05,0.0,2.0,0.0,2.0,0.0,4.0,4.0
18,2020-05-11,15.0,22.0,5.0,10.0,20.0,32.0,52.0
18,2020-05-12,28.0,29.0,3.0,7.0,31.0,36.0,67.0
18,2020-05-13,0.0,32.0,0.0,12.0,0.0,44.0,44.0
18,2020-05-02,0.0,10.0,0.0,4.0,0.0,14.0,14.0
19,2020-05-16,6.0,0.0,2.0,0.0,8.0,0.0,8.0
19,2020-05-14,41.0,0.0,13.0,0.0,54.0,0.0,54.0
19,2020-05-15,16.0,0.0,14.0,0.0,30.0,0.0,30.0
19,2020-05-10,54.0,0.0,7.0,0.0,61.0,0.0,61.0
19,2020-05-07,11.0,0.0,11.0,0.0,22.0,0.0,22.0
19,2020-05-06,31.0,0.0,8.0,0.0,39.0,0.0,39.0
19,2020-05-11,2.0,0.0,1.0,0.0,3.0,0.0,3.0
20,2020-05-09,36.0,0.0,38.0,38.0,74.0,38.0,112.0
20,2020-04-30,12.0,0.0,2.0,2.0,14.0,2.0,16.0
20,2020-05-02,21.0,0.0,9.0,9.0,30.0,9.0,39.0
20,2020-05-03,21.0,0.0,17.0,17.0,38.0,17.0,55.0
20,2020-05-07,42.0,2.0,24.0,24.0,66.0,26.0,92.0
20,2020-05-14,172.0,0.0,83.0,83.0,255.0,83.0,338.0
20,2020-05-06,71.0,0.0,20.0,20.0,91.0,20.0,111.0
20,2020-05-24,11.0,0.0,31.0,31.0,42.0,31.0,73.0
20,2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-05-15,57.0,0.0,65.0,65.0,122.0,65.0,187.0
21,2020-05-03,355.0,44.0,7.0,7.0,362.0,51.0,413.0
21,2020-05-07,0.0,58.0,0.0,0.0,0.0,58.0,58.0
21,2020-05-09,47.0,30.0,7.0,7.0,54.0,37.0,91.0
21,2020-05-12,66.0,31.0,0.0,0.0,66.0,31.0,97.0
21,2020-05-13,84.0,51.0,62.0,62.0,146.0,113.0,259.0
21,2020-05-05,17.0,48.0,11.0,11.0,28.0,59.0,87.0
22,2020-04-29,20.0,34.0,10.0,10.0,30.0,44.0,74.0
22,2020-05-01,209.0,0.0,16.0,16.0,225.0,16.0,241.0
22,2020-05-07,0.0,7.0,0.0,0.0,0.0,7.0,7.0
23,2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-05-05,23.0,6.0,11.0,11.0,34.0,17.0,51.0
23,2020-05-06,24.0,41.0,18.0,18.0,42.0,59.0,101.0
23,2020-05-07,34.0,22.0,7.0,7.0,41.0,29.0,70.0
23,2020-05-13,96.0,13.0,16.0,16.0,112.0,29.0,141.0
24,2020-05-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
24,2020-04-29,38.0,45.0,17.0,17.0,55.0,62.0,117.0
24,2020-04-30,18.0,86.0,2.0,2.0,20.0,88.0,108.0
24,2020-05-07,57.0,37.0,53.0,53.0,110.0,90.0,200.0
24,2020-05-05,0.0,45.0,0.0,0.0,0.0,45.0,45.0
24,2020-05-06,0.0,63.0,0.0,0.0,0.0,63.0,63.0
25,2020-05-06,22.0,28.0,9.0,9.0,31.0,37.0,68.0
25,2020-05-19,0.0,158.0,0.0,0.0,0.0,158.0,158.0
25,2020-05-04,35.0,14.0,14.0,14.0,49.0,28.0,77.0
25,2020-05-01,29.0,0.0,20.0,20.0,49.0,20.0,69.0
26,2020-05-05,12.0,13.0,4.0,4.0,16.0,17.0,33.0
26,2020-05-06,23.0,28.0,10.0,10.0,33.0,38.0,71.0
26,2020-05-01,16.0,3.0,16.0,16.0,32.0,19.0,51.0
26,2020-05-10,22.0,0.0,1.0,1.0,23.0,1.0,24.0
26,2020-05-08,0.0,57.0,0.0,0.0,0.0,57.0,57.0
26,2020-05-11,7.0,0.0,8.0,8.0,15.0,8.0,23.0
26,2020-05-12,47.0,81.0,18.0,18.0,65.0,99.0,164.0
26,2020-05-14,0.0,16.0,0.0,0.0,0.0,16.0,16.0
26,2020-05-07,13.0,0.0,6.0,6.0,19.0,6.0,25.0
26,2020-05-09,0.0,69.0,0.0,0.0,0.0,69.0,69.0
27,2020-05-03,30.0,44.0,13.0,13.0,43.0,57.0,100.0
27,2020-05-05,1.0,1.0,1.0,1.0,2.0,2.0,4.0
27,2020-05-06,7.0,0.0,8.0,8.0,15.0,8.0,23.0
27,2020-05-12,21.0,17.0,3.0,3.0,24.0,20.0,44.0
27,2020-05-13,92.0,68.0,37.0,37.0,129.0,105.0,234.0
27,2020-05-14,68.0,1.0,13.0,13.0,81.0,14.0,95.0
27,2020-05-04,13.0,20.0,7.0,7.0,20.0,27.0,47.0
28,2020-05-06,54.0,0.0,49.0,49.0,103.0,49.0,152.0
28,2020-05-10,0.0,80.0,0.0,0.0,0.0,80.0,80.0
28,2020-05-05,40.0,26.0,19.0,19.0,59.0,45.0,104.0
28,2020-05-11,42.0,9.0,29.0,29.0,71.0,38.0,109.0
28,2020-05-13,57.0,0.0,21.0,21.0,78.0,21.0,99.0
28,2020-05-14,84.0,0.0,74.0,74.0,158.0,74.0,232.0
28,2020-05-01,15.0,0.0,15.0,15.0,30.0,15.0,45.0
28,2020-05-04,43.0,0.0,27.0,27.0,70.0,27.0,97.0
29,2020-04-30,14.0,12.0,12.0,12.0,26.0,24.0,50.0
29,2020-05-04,33.0,33.0,15.0,15.0,48.0,48.0,96.0
29,2020-05-06,0.0,20.0,0.0,0.0,0.0,20.0,20.0
29,2020-05-07,80.0,1.0,1.0,1.0,81.0,2.0,83.0
29,2020-05-13,30.0,0.0,28.0,28.0,58.0,28.0,86.0
29,2020-05-14,15.0,0.0,13.0,13.0,28.0,13.0,41.0
30,2020-05-01,20.0,20.0,2.0,2.0,22.0,22.0,44.0
30,2020-05-04,50.0,0.0,9.0,9.0,59.0,9.0,68.0
30,2020-05-06,0.0,68.0,0.0,0.0,0.0,68.0,68.0
30,2020-05-07,0.0,17.0,0.0,0.0,0.0,17.0,17.0
30,2020-05-08,101.0,0.0,19.0,19.0,120.0,19.0,139.0
30,2020-05-14,103.0,57.0,43.0,43.0,146.0,100.0,246.0
30,2020-05-12,25.0,63.0,9.0,9.0,34.0,72.0,106.0
31,2020-04-30,47.0,0.0,5.0,5.0,52.0,5.0,57.0
31,2020-05-04,0.0,33.0,0.0,0.0,0.0,33.0,33.0
31,2020-05-12,0.0,69.0,0.0,0.0,0.0,69.0,69.0
31,2020-05-13,30.0,0.0,3.0,3.0,33.0,3.0,36.0
31,2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2020-05-05,20.0,0.0,4.0,4.0,24.0,4.0,28.0
32,2020-05-12,16.0,0.0,4.0,4.0,20.0,4.0,24.0
32,2020-05-02,27.0,0.0,4.0,4.0,31.0,4.0,35.0
32,2020-05-05,0.0,8.0,0.0,0.0,0.0,8.0,8.0
32,2020-05-06,35.0,7.0,4.0,4.0,39.0,11.0,50.0
32,2020-05-07,39.0,0.0,29.0,29.0,68.0,29.0,97.0
33,2020-05-14,0.0,1.0,0.0,0.0,0.0,1.0,1.0
33,2020-05-12,51.0,0.0,22.0,22.0,73.0,22.0,95.0
33,2020-05-11,30.0,29.0,9.0,9.0,39.0,38.0,77.0
33,2020-05-04,0.0,1.0,0.0,0.0,0.0,1.0,1.0
33,2020-05-03,18.0,0.0,3.0,3.0,21.0,3.0,24.0
33,2020-05-01,38.0,40.0,25.0,25.0,63.0,65.0,128.0
34,2020-05-04,0.0,18.0,0.0,0.0,0.0,18.0,18.0
34,2020-05-09,10.0,0.0,3.0,3.0,13.0,3.0,16.0
34,2020-05-05,63.0,42.0,20.0,20.0,83.0,62.0,145.0
34,2020-05-07,0.0,38.0,0.0,0.0,0.0,38.0,38.0
34,2020-05-10,35.0,139.0,30.0,30.0,65.0,169.0,234.0
34,2020-05-12,27.0,37.0,17.0,17.0,44.0,54.0,98.0
34,2020-05-01,0.0,36.0,0.0,0.0,0.0,36.0,36.0
34,2020-05-14,0.0,166.0,0.0,0.0,0.0,166.0,166.0
34,2020-04-30,15.0,0.0,1.0,1.0,16.0,1.0,17.0
35,2020-04-30,6.0,0.0,6.0,6.0,12.0,6.0,18.0
35,2020-05-06,12.0,0.0,4.0,4.0,16.0,4.0,20.0
35,2020-05-13,422.0,0.0,14.0,14.0,436.0,14.0,450.0
35,2020-05-05,34.0,12.0,19.0,19.0,53.0,31.0,84.0
36,2020-05-04,26.0,15.0,5.0,5.0,31.0,20.0,51.0
36,2020-05-12,23.0,2.0,4.0,4.0,27.0,6.0,33.0
36,2020-05-05,56.0,16.0,6.0,6.0,62.0,22.0,84.0
36,2020-05-06,31.0,20.0,18.0,18.0,49.0,38.0,87.0
38,2020-05-15,29.0,22.0,25.0,25.0,54.0,47.0,101.0
38,2020-05-06,34.0,36.0,11.0,11.0,45.0,47.0,92.0
38,2020-05-14,35.0,0.0,42.0,42.0,77.0,42.0,119.0
40,2020-05-07,74.0,23.0,24.0,24.0,98.0,47.0,145.0
40,2020-04-30,12.0,0.0,12.0,12.0,24.0,12.0,36.0
40,2020-05-04,28.0,0.0,5.0,5.0,33.0,5.0,38.0
40,2020-05-06,39.0,28.0,14.0,14.0,53.0,42.0,95.0
40,2020-05-08,36.0,42.0,1.0,1.0,37.0,43.0,80.0
40,2020-05-05,25.0,25.0,8.0,8.0,33.0,33.0,66.0
40,2020-05-11,34.0,35.0,27.0,27.0,61.0,62.0,123.0
40,2020-05-12,25.0,0.0,9.0,9.0,34.0,9.0,43.0
40,2020-05-13,295.0,6.0,293.0,293.0,588.0,299.0,887.0
40,2020-05-14,268.0,0.0,280.0,280.0,548.0,280.0,828.0
41,2020-05-13,48.0,0.0,21.0,21.0,69.0,21.0,90.0
41,2020-05-12,51.0,0.0,37.0,37.0,88.0,37.0,125.0
41,2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2020-05-14,38.0,34.0,41.0,41.0,79.0,75.0,154.0
41,2020-05-05,21.0,38.0,5.0,5.0,26.0,43.0,69.0
41,2020-05-04,40.0,21.0,44.0,44.0,84.0,65.0,149.0
41,2020-05-06,0.0,24.0,0.0,0.0,0.0,24.0,24.0
42,2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2020-05-01,22.0,27.0,7.0,7.0,29.0,34.0,63.0
42,2020-05-03,27.0,31.0,6.0,6.0,33.0,37.0,70.0
42,2020-05-08,19.0,18.0,8.0,8.0,27.0,26.0,53.0
42,2020-05-11,3.0,41.0,2.0,2.0,5.0,43.0,48.0
42,2020-05-13,102.0,119.0,82.0,82.0,184.0,201.0,385.0
43,2020-05-13,40.0,30.0,43.0,43.0,83.0,73.0,156.0
43,2020-05-04,17.0,20.0,2.0,2.0,19.0,22.0,41.0
43,2020-05-06,15.0,17.0,3.0,3.0,18.0,20.0,38.0
43,2020-05-14,32.0,36.0,32.0,32.0,64.0,68.0,132.0
44,2020-05-02,0.0,16.0,0.0,0.0,0.0,16.0,16.0
44,2020-05-03,7.0,0.0,6.0,6.0,13.0,6.0,19.0
44,2020-05-06,37.0,0.0,6.0,6.0,43.0,6.0,49.0
44,2020-05-01,26.0,37.0,9.0,9.0,35.0,46.0,81.0
44,2020-05-16,13.0,0.0,6.0,6.0,19.0,6.0,25.0
44,2020-05-04,3.0,6.0,0.0,0.0,3.0,6.0,9.0
44,2020-05-15,38.0,86.0,5.0,5.0,43.0,91.0,134.0
44,2020-05-13,43.0,0.0,11.0,11.0,54.0,11.0,65.0
45,2020-05-03,89.0,0.0,44.0,44.0,133.0,44.0,177.0
45,2020-05-02,6.0,0.0,1.0,1.0,7.0,1.0,8.0
45,2020-05-08,84.0,84.0,9.0,9.0,93.0,93.0,186.0
45,2020-05-10,0.0,64.0,0.0,0.0,0.0,64.0,64.0
45,2020-05-01,29.0,0.0,6.0,6.0,35.0,6.0,41.0
45,2020-05-06,0.0,12.0,0.0,0.0,0.0,12.0,12.0
45,2020-05-07,65.0,0.0,23.0,23.0,88.0,23.0,111.0
46,2020-05-06,11.0,355.0,11.0,11.0,22.0,366.0,388.0
46,2020-05-14,74.0,0.0,4.0,4.0,78.0,4.0,82.0
47,2020-05-07,4.0,26.0,4.0,4.0,8.0,30.0,38.0
47,2020-05-08,73.0,52.0,16.0,16.0,89.0,68.0,157.0
47,2020-05-09,0.0,74.0,0.0,0.0,0.0,74.0,74.0
47,2020-05-11,8.0,52.0,2.0,2.0,10.0,54.0,64.0
47,2020-05-10,48.0,0.0,14.0,14.0,62.0,14.0,76.0
49,2020-05-05,39.0,39.0,7.0,7.0,46.0,46.0,92.0
49,2020-05-06,38.0,25.0,15.0,15.0,53.0,40.0,93.0
49,2020-05-07,0.0,12.0,0.0,0.0,0.0,12.0,12.0
50,2020-05-18,45.0,29.0,36.0,36.0,81.0,65.0,146.0
50,2020-05-17,40.0,32.0,30.0,30.0,70.0,62.0,132.0
50,2020-05-15,41.0,0.0,5.0,5.0,46.0,5.0,51.0
50,2020-05-05,19.0,37.0,8.0,8.0,27.0,45.0,72.0
50,2020-05-04,15.0,20.0,15.0,15.0,30.0,35.0,65.0
51,2020-05-07,2.0,0.0,0.0,0.0,2.0,0.0,2.0
51,2020-04-30,6.0,0.0,6.0,6.0,12.0,6.0,18.0
51,2020-05-01,19.0,25.0,3.0,3.0,22.0,28.0,50.0
51,2020-05-02,52.0,0.0,18.0,18.0,70.0,18.0,88.0
51,2020-05-04,47.0,29.0,2.0,2.0,49.0,31.0,80.0
51,2020-05-05,121.0,0.0,17.0,17.0,138.0,17.0,155.0
51,2020-05-12,97.0,24.0,71.0,71.0,168.0,95.0,263.0
51,2020-05-10,29.0,0.0,74.0,74.0,103.0,74.0,177.0
51,2020-05-08,27.0,41.0,5.0,5.0,32.0,46.0,78.0
53,2020-04-30,22.0,0.0,10.0,10.0,32.0,10.0,42.0
53,2020-05-14,94.0,0.0,48.0,48.0,142.0,48.0,190.0
53,2020-05-06,0.0,123.0,0.0,0.0,0.0,123.0,123.0
53,2020-05-04,78.0,0.0,14.0,14.0,92.0,14.0,106.0
53,2020-05-01,0.0,52.0,0.0,0.0,0.0,52.0,52.0
55,2020-05-17,49.0,69.0,28.0,28.0,77.0,97.0,174.0
55,2020-05-06,43.0,15.0,10.0,10.0,53.0,25.0,78.0
55,2020-05-07,38.0,0.0,15.0,15.0,53.0,15.0,68.0
55,2020-05-13,1.0,84.0,1.0,1.0,2.0,85.0,87.0
55,2020-05-15,23.0,0.0,16.0,16.0,39.0,16.0,55.0
55,2020-05-18,51.0,26.0,11.0,11.0,62.0,37.0,99.0
55,2020-05-14,21.0,29.0,6.0,6.0,27.0,35.0,62.0
60,2020-05-08,41.0,0.0,23.0,23.0,64.0,23.0,87.0
60,2020-05-14,0.0,54.0,0.0,0.0,0.0,54.0,54.0
60,2020-05-01,35.0,48.0,7.0,7.0,42.0,55.0,97.0
60,2020-05-05,35.0,0.0,19.0,19.0,54.0,19.0,73.0
60,2020-05-11,48.0,0.0,16.0,16.0,64.0,16.0,80.0
60,2020-05-12,44.0,0.0,48.0,48.0,92.0,48.0,140.0
60,2020-05-10,5.0,84.0,4.0,4.0,9.0,88.0,97.0
60,2020-05-13,0.0,151.0,0.0,0.0,0.0,151.0,151.0
60,2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2020-05-14,46.0,12.0,17.0,17.0,63.0,29.0,92.0
63,2020-05-13,29.0,0.0,3.0,3.0,32.0,3.0,35.0
63,2020-05-06,38.0,23.0,15.0,15.0,53.0,38.0,91.0
65,2020-05-04,10.0,27.0,7.0,7.0,17.0,34.0,51.0
65,2020-05-06,7.0,24.0,0.0,0.0,7.0,24.0,31.0
65,2020-05-13,0.0,36.0,0.0,0.0,0.0,36.0,36.0
65,2020-05-12,0.0,20.0,0.0,0.0,0.0,20.0,20.0
65,2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2020-05-01,20.0,15.0,19.0,19.0,39.0,34.0,73.0
66,2020-05-02,49.0,0.0,24.0,24.0,73.0,24.0,97.0
66,2020-04-29,12.0,0.0,12.0,12.0,24.0,12.0,36.0
66,2020-05-05,25.0,0.0,5.0,5.0,30.0,5.0,35.0
66,2020-05-06,49.0,12.0,13.0,13.0,62.0,25.0,87.0
66,2020-05-07,33.0,0.0,10.0,10.0,43.0,10.0,53.0
66,2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2020-05-04,27.0,28.0,8.0,8.0,35.0,36.0,71.0
69,2020-05-05,36.0,23.0,19.0,19.0,55.0,42.0,97.0
69,2020-05-07,0.0,4.0,0.0,0.0,0.0,4.0,4.0
69,2020-05-12,32.0,29.0,14.0,14.0,46.0,43.0,89.0
69,2020-05-13,30.0,60.0,7.0,7.0,37.0,67.0,104.0
69,2020-05-14,15.0,32.0,0.0,0.0,15.0,32.0,47.0
70,2020-05-01,48.0,9.0,6.0,6.0,54.0,15.0,69.0
70,2020-05-05,47.0,36.0,15.0,15.0,62.0,51.0,113.0
70,2020-05-14,0.0,130.0,0.0,0.0,0.0,130.0,130.0
70,2020-05-12,39.0,26.0,29.0,29.0,68.0,55.0,123.0
70,2020-04-30,26.0,26.0,20.0,20.0,46.0,46.0,92.0
70,2020-05-07,81.0,59.0,77.0,77.0,158.0,136.0,294.0
70,2020-05-06,47.0,30.0,30.0,30.0,77.0,60.0,137.0
70,2020-05-08,98.0,22.0,52.0,52.0,150.0,74.0,224.0
71,2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2020-05-07,0.0,15.0,0.0,0.0,0.0,15.0,15.0
72,2020-05-07,0.0,13.0,0.0,0.0,0.0,13.0,13.0
72,2020-05-06,15.0,24.0,11.0,11.0,26.0,35.0,61.0
72,2020-05-05,12.0,15.0,5.0,5.0,17.0,20.0,37.0
72,2020-05-13,17.0,0.0,8.0,8.0,25.0,8.0,33.0
77,2020-05-10,15.0,0.0,3.0,3.0,18.0,3.0,21.0
77,2020-04-30,11.0,26.0,11.0,11.0,22.0,37.0,59.0
77,2020-05-07,0.0,15.0,0.0,0.0,0.0,15.0,15.0
77,2020-05-11,14.0,18.0,5.0,5.0,19.0,23.0,42.0
77,2020-05-12,0.0,24.0,0.0,0.0,0.0,24.0,24.0
77,2020-05-14,40.0,73.0,24.0,24.0,64.0,97.0,161.0
77,2020-05-13,83.0,64.0,19.0,19.0,102.0,83.0,185.0
87,2020-05-10,40.0,39.0,25.0,25.0,65.0,64.0,129.0
87,2020-05-12,26.0,0.0,0.0,0.0,26.0,0.0,26.0
87,2020-05-14,71.0,0.0,9.0,9.0,80.0,9.0,89.0
87,2020-05-17,74.0,0.0,12.0,12.0,86.0,12.0,98.0
87,2020-05-07,29.0,0.0,11.0,11.0,40.0,11.0,51.0
87,2020-05-04,15.0,25.0,3.0,3.0,18.0,28.0,46.0
