Pair,Date,M1_Additions,M2_Additions,M1_deletions,M2_deletions,Member_1,Member_2,Total
42,2020-06-09,46.0,294.0,17.0,299.0,63.0,593.0,656.0
42,2020-06-08,34.0,96.0,17.0,47.0,51.0,143.0,194.0
42,2020-06-01,149.0,150.0,153.0,97.0,302.0,247.0,549.0
42,2020-05-28,59.0,45.0,23.0,27.0,82.0,72.0,154.0
42,2020-05-19,55.0,0.0,0.0,0.0,55.0,0.0,55.0
42,2020-05-20,75.0,75.0,0.0,16.0,75.0,91.0,166.0
42,2020-06-10,0.0,0.0,15.0,0.0,15.0,0.0,15.0
43,2020-05-19,56.0,0.0,0.0,0.0,56.0,0.0,56.0
43,2020-06-03,120.0,0.0,21.0,0.0,141.0,0.0,141.0
43,2020-06-10,13.0,44.0,3.0,57.0,16.0,101.0,117.0
43,2020-05-25,39.0,0.0,0.0,0.0,39.0,0.0,39.0
43,2020-05-27,52.0,0.0,17.0,0.0,69.0,0.0,69.0
43,2020-06-01,0.0,22.0,0.0,5.0,0.0,27.0,27.0
43,2020-06-04,72.0,0.0,19.0,0.0,91.0,0.0,91.0
43,2020-06-02,0.0,44.0,0.0,2.0,0.0,46.0,46.0
44,2020-05-25,52.0,0.0,0.0,0.0,52.0,0.0,52.0
44,2020-05-26,0.0,10.0,0.0,6.0,0.0,16.0,16.0
44,2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2020-06-05,0.0,216.0,0.0,0.0,0.0,216.0,216.0
44,2020-06-06,13.0,0.0,2.0,0.0,15.0,0.0,15.0
44,2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2020-06-09,196.0,0.0,7.0,0.0,203.0,0.0,203.0
44,2020-06-10,58.0,0.0,165.0,0.0,223.0,0.0,223.0
44,2020-06-11,2.0,62.0,4.0,5.0,6.0,67.0,73.0
44,2020-06-13,26.0,0.0,1.0,0.0,27.0,0.0,27.0
44,2020-06-14,41.0,0.0,9.0,0.0,50.0,0.0,50.0
45,2020-06-04,0.0,54.0,0.0,2.0,0.0,56.0,56.0
45,2020-06-14,13.0,18.0,3.0,1.0,16.0,19.0,35.0
45,2020-06-10,1.0,0.0,1.0,0.0,2.0,0.0,2.0
45,2020-06-09,0.0,4.0,0.0,1.0,0.0,5.0,5.0
45,2020-06-05,0.0,5.0,0.0,5.0,0.0,10.0,10.0
45,2020-05-18,173.0,0.0,0.0,0.0,173.0,0.0,173.0
45,2020-05-26,83.0,48.0,27.0,3.0,110.0,51.0,161.0
45,2020-06-02,51.0,0.0,71.0,0.0,122.0,0.0,122.0
46,2020-05-19,59.0,0.0,0.0,0.0,59.0,0.0,59.0
46,2020-05-25,194.0,0.0,1.0,0.0,195.0,0.0,195.0
46,2020-06-12,55.0,0.0,15.0,0.0,70.0,0.0,70.0
46,2020-06-14,53.0,37.0,17.0,33.0,70.0,70.0,140.0
47,2020-06-10,93.0,85.0,13.0,42.0,106.0,127.0,233.0
47,2020-06-08,0.0,79.0,0.0,25.0,0.0,104.0,104.0
47,2020-06-11,0.0,9.0,0.0,8.0,0.0,17.0,17.0
47,2020-06-13,0.0,91.0,0.0,47.0,0.0,138.0,138.0
47,2020-06-05,102.0,0.0,40.0,0.0,142.0,0.0,142.0
47,2020-06-14,4.0,0.0,2.0,0.0,6.0,0.0,6.0
47,2020-05-26,0.0,51.0,0.0,0.0,0.0,51.0,51.0
47,2020-06-04,73.0,73.0,35.0,13.0,108.0,86.0,194.0
49,2020-06-10,0.0,68.0,0.0,7.0,0.0,75.0,75.0
49,2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2020-05-26,176.0,208.0,0.0,5.0,176.0,213.0,389.0
49,2020-06-04,56.0,13.0,17.0,10.0,73.0,23.0,96.0
50,2020-06-13,28.0,5.0,19.0,4.0,47.0,9.0,56.0
50,2020-06-12,50.0,0.0,10.0,0.0,60.0,0.0,60.0
50,2020-05-24,51.0,0.0,0.0,0.0,51.0,0.0,51.0
50,2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2020-06-02,36.0,0.0,0.0,0.0,36.0,0.0,36.0
50,2020-06-05,0.0,31.0,0.0,1.0,0.0,32.0,32.0
50,2020-06-06,99.0,70.0,32.0,26.0,131.0,96.0,227.0
50,2020-06-07,19.0,0.0,10.0,0.0,29.0,0.0,29.0
50,2020-06-08,0.0,50.0,0.0,29.0,0.0,79.0,79.0
50,2020-06-14,43.0,111.0,8.0,108.0,51.0,219.0,270.0
50,2020-06-10,17.0,49.0,2.0,21.0,19.0,70.0,89.0
51,2020-05-19,71.0,224.0,2.0,25.0,73.0,249.0,322.0
51,2020-05-21,78.0,25.0,7.0,1.0,85.0,26.0,111.0
51,2020-05-27,36.0,45.0,16.0,4.0,52.0,49.0,101.0
51,2020-06-03,0.0,0.0,0.0,3.0,0.0,3.0,3.0
51,2020-06-04,275.0,0.0,121.0,0.0,396.0,0.0,396.0
51,2020-06-09,181.0,28.0,21.0,12.0,202.0,40.0,242.0
51,2020-06-02,399.0,41.0,148.0,23.0,547.0,64.0,611.0
51,2020-06-10,107.0,0.0,17.0,0.0,124.0,0.0,124.0
52,2020-06-10,0.0,47.0,0.0,73.0,0.0,120.0,120.0
52,2020-05-19,113.0,0.0,0.0,0.0,113.0,0.0,113.0
52,2020-05-21,0.0,69.0,0.0,2.0,0.0,71.0,71.0
52,2020-05-22,0.0,66.0,0.0,6.0,0.0,72.0,72.0
52,2020-05-26,0.0,52.0,0.0,9.0,0.0,61.0,61.0
52,2020-06-02,0.0,41.0,0.0,9.0,0.0,50.0,50.0
52,2020-06-03,49.0,0.0,8.0,0.0,57.0,0.0,57.0
52,2020-06-08,64.0,0.0,3.0,0.0,67.0,0.0,67.0
52,2020-06-09,0.0,182.0,0.0,169.0,0.0,351.0,351.0
52,2020-06-13,2.0,29.0,0.0,11.0,2.0,40.0,42.0
52,2020-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2020-06-09,0.0,53.0,0.0,27.0,0.0,80.0,80.0
53,2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2020-05-25,0.0,179.0,0.0,0.0,0.0,179.0,179.0
53,2020-06-05,39.0,146.0,15.0,21.0,54.0,167.0,221.0
53,2020-06-06,178.0,26.0,33.0,7.0,211.0,33.0,244.0
53,2020-06-07,92.0,55.0,44.0,37.0,136.0,92.0,228.0
53,2020-06-10,91.0,84.0,16.0,4.0,107.0,88.0,195.0
53,2020-06-11,78.0,48.0,17.0,39.0,95.0,87.0,182.0
53,2020-06-12,39.0,5.0,39.0,2.0,78.0,7.0,85.0
60,2020-06-08,64.0,94.0,63.0,7.0,127.0,101.0,228.0
60,2020-06-07,88.0,0.0,27.0,0.0,115.0,0.0,115.0
60,2020-06-09,58.0,97.0,87.0,116.0,145.0,213.0,358.0
60,2020-05-26,17.0,0.0,6.0,0.0,23.0,0.0,23.0
60,2020-05-25,152.0,0.0,14.0,0.0,166.0,0.0,166.0
60,2020-05-23,0.0,20.0,0.0,9.0,0.0,29.0,29.0
60,2020-05-21,0.0,118.0,0.0,35.0,0.0,153.0,153.0
60,2020-05-22,0.0,135.0,0.0,30.0,0.0,165.0,165.0
60,2020-06-06,0.0,105.0,0.0,79268.0,0.0,79373.0,79373.0
60,2020-05-20,0.0,7.0,0.0,2.0,0.0,9.0,9.0
60,2020-05-19,81613.0,0.0,1.0,0.0,81614.0,0.0,81614.0
60,2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2020-06-04,1.0,1.0,1.0,1.0,2.0,2.0,4.0
63,2020-06-14,0.0,361.0,0.0,62.0,0.0,423.0,423.0
63,2020-06-06,0.0,98.0,0.0,37.0,0.0,135.0,135.0
63,2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2020-05-19,62.0,0.0,0.0,0.0,62.0,0.0,62.0
65,2020-05-20,51.0,0.0,0.0,0.0,51.0,0.0,51.0
66,2020-05-24,51.0,0.0,0.0,0.0,51.0,0.0,51.0
66,2020-05-26,34.0,0.0,4.0,0.0,38.0,0.0,38.0
66,2020-05-27,44.0,95.0,2.0,8.0,46.0,103.0,149.0
66,2020-06-02,0.0,69.0,0.0,36.0,0.0,105.0,105.0
66,2020-06-03,7.0,60.0,2.0,33.0,9.0,93.0,102.0
66,2020-06-06,75.0,0.0,44.0,0.0,119.0,0.0,119.0
66,2020-06-09,67.0,5.0,6.0,3.0,73.0,8.0,81.0
69,2020-06-12,153.0,74.0,19.0,25.0,172.0,99.0,271.0
69,2020-06-14,192.0,59.0,49.0,49.0,241.0,108.0,349.0
69,2020-05-30,0.0,52.0,0.0,0.0,0.0,52.0,52.0
69,2020-06-01,94.0,29.0,17.0,3.0,111.0,32.0,143.0
69,2020-06-03,0.0,134.0,0.0,28.0,0.0,162.0,162.0
69,2020-06-04,0.0,17.0,0.0,4.0,0.0,21.0,21.0
69,2020-06-05,0.0,54.0,0.0,48.0,0.0,102.0,102.0
69,2020-06-09,71.0,44.0,19.0,17.0,90.0,61.0,151.0
69,2020-06-10,6.0,0.0,3.0,0.0,9.0,0.0,9.0
69,2020-05-25,0.0,50.0,0.0,0.0,0.0,50.0,50.0
69,2020-06-11,0.0,112.0,0.0,32.0,0.0,144.0,144.0
70,2020-06-11,32.0,295.0,16.0,257.0,48.0,552.0,600.0
70,2020-05-19,54.0,0.0,1.0,0.0,55.0,0.0,55.0
70,2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2020-05-26,0.0,109.0,0.0,8.0,0.0,117.0,117.0
70,2020-05-27,41.0,0.0,0.0,0.0,41.0,0.0,41.0
70,2020-06-12,1.0,193.0,1.0,131.0,2.0,324.0,326.0
70,2020-05-28,90.0,0.0,23.0,0.0,113.0,0.0,113.0
70,2020-05-30,0.0,216.0,0.0,0.0,0.0,216.0,216.0
70,2020-06-09,47.0,0.0,6.0,0.0,53.0,0.0,53.0
70,2020-06-08,51.0,68.0,6.0,16.0,57.0,84.0,141.0
70,2020-06-05,0.0,72.0,0.0,32.0,0.0,104.0,104.0
70,2020-06-04,13.0,34.0,4.0,30.0,17.0,64.0,81.0
70,2020-06-03,0.0,98.0,0.0,50.0,0.0,148.0,148.0
70,2020-06-01,99.0,0.0,119.0,0.0,218.0,0.0,218.0
72,2020-05-22,156.0,0.0,0.0,0.0,156.0,0.0,156.0
72,2020-06-03,74.0,6.0,35.0,2.0,109.0,8.0,117.0
72,2020-06-02,0.0,48.0,0.0,0.0,0.0,48.0,48.0
72,2020-06-10,11.0,0.0,11.0,0.0,22.0,0.0,22.0
72,2020-06-09,0.0,29.0,0.0,5.0,0.0,34.0,34.0
72,2020-06-04,0.0,17.0,0.0,0.0,0.0,17.0,17.0
77,2020-05-16,157.0,0.0,2.0,0.0,159.0,0.0,159.0
77,2020-06-10,10.0,74.0,6.0,19.0,16.0,93.0,109.0
77,2020-06-02,91.0,0.0,0.0,0.0,91.0,0.0,91.0
77,2020-06-04,20.0,4.0,9.0,0.0,29.0,4.0,33.0
87,2020-06-09,79.0,53.0,10.0,20.0,89.0,73.0,162.0
87,2020-06-04,0.0,20.0,0.0,5.0,0.0,25.0,25.0
87,2020-05-27,3.0,0.0,3.0,0.0,6.0,0.0,6.0
87,2020-05-26,0.0,18.0,0.0,0.0,0.0,18.0,18.0
87,2020-05-22,185.0,185.0,86.0,0.0,271.0,185.0,456.0
87,2020-06-11,44.0,0.0,76.0,0.0,120.0,0.0,120.0
88,2020-06-14,0.0,2.0,0.0,2.0,0.0,4.0,4.0
88,2020-06-12,4.0,0.0,6.0,0.0,10.0,0.0,10.0
88,2020-06-10,0.0,96.0,0.0,0.0,0.0,96.0,96.0
88,2020-06-07,116.0,0.0,12.0,0.0,128.0,0.0,128.0
88,2020-06-05,39.0,0.0,8.0,0.0,47.0,0.0,47.0
88,2020-06-04,165.0,0.0,37.0,0.0,202.0,0.0,202.0
88,2020-06-03,122.0,0.0,31.0,0.0,153.0,0.0,153.0
88,2020-06-02,21.0,21.0,18.0,4.0,39.0,25.0,64.0
88,2020-06-01,0.0,26.0,0.0,7.0,0.0,33.0,33.0
88,2020-05-30,44.0,0.0,29.0,0.0,73.0,0.0,73.0
88,2020-05-29,0.0,60.0,0.0,0.0,0.0,60.0,60.0
88,2020-06-08,37.0,0.0,0.0,0.0,37.0,0.0,37.0
88,2020-05-26,58.0,0.0,0.0,0.0,58.0,0.0,58.0
89,2020-05-24,192.0,0.0,0.0,0.0,192.0,0.0,192.0
89,2020-05-28,17.0,0.0,141.0,0.0,158.0,0.0,158.0
89,2020-06-03,94.0,0.0,10.0,0.0,104.0,0.0,104.0
89,2020-06-04,0.0,34.0,0.0,7.0,0.0,41.0,41.0
89,2020-06-11,60.0,103.0,21.0,32.0,81.0,135.0,216.0
