Pair,Date,Member_1,Member_2,Total
16,2020-05-31,0.0,1.0,1.0
16,2020-05-29,0.0,1.0,1.0
16,2020-05-24,1.0,0.0,1.0
16,2020-05-19,2.0,0.0,2.0
16,2020-06-09,5.0,1.0,6.0
17,2020-06-09,2.0,0.0,2.0
17,2020-06-08,2.0,0.0,2.0
17,2020-06-04,1.0,1.0,2.0
17,2020-06-02,2.0,0.0,2.0
17,2020-05-30,1.0,0.0,1.0
17,2020-05-18,4.0,0.0,4.0
17,2020-05-19,2.0,0.0,2.0
17,2020-05-20,7.0,4.0,11.0
17,2020-05-21,2.0,0.0,2.0
17,2020-05-25,1.0,0.0,1.0
17,2020-05-26,2.0,0.0,2.0
17,2020-05-29,3.0,6.0,9.0
18,2020-06-06,0.0,2.0,2.0
18,2020-06-08,0.0,6.0,6.0
18,2020-06-03,0.0,1.0,1.0
18,2020-06-02,0.0,5.0,5.0
18,2020-06-01,0.0,1.0,1.0
18,2020-05-30,0.0,6.0,6.0
18,2020-05-22,0.0,7.0,7.0
18,2020-05-20,0.0,7.0,7.0
18,2020-05-15,2.0,2.0,4.0
18,2020-06-04,0.0,9.0,9.0
20,2020-05-21,5.0,0.0,5.0
20,2020-05-23,5.0,0.0,5.0
20,2020-05-18,1.0,0.0,1.0
20,2020-05-19,1.0,0.0,1.0
20,2020-05-22,1.0,0.0,1.0
20,2020-05-25,7.0,0.0,7.0
20,2020-06-01,1.0,0.0,1.0
20,2020-06-09,0.0,1.0,1.0
20,2020-06-10,0.0,1.0,1.0
21,2020-06-03,1.0,0.0,1.0
21,2020-06-08,0.0,1.0,1.0
21,2020-06-04,2.0,0.0,2.0
21,2020-05-22,5.0,0.0,5.0
21,2020-05-24,0.0,3.0,3.0
21,2020-06-09,3.0,3.0,6.0
21,2020-05-25,0.0,1.0,1.0
21,2020-05-30,1.0,2.0,3.0
21,2020-06-01,0.0,1.0,1.0
22,2020-05-24,2.0,0.0,2.0
22,2020-05-26,4.0,0.0,4.0
22,2020-06-04,0.0,4.0,4.0
22,2020-05-23,1.0,0.0,1.0
22,2020-05-20,8.0,5.0,13.0
22,2020-05-25,6.0,4.0,10.0
22,2020-06-10,14.0,5.0,19.0
22,2020-05-19,1.0,0.0,1.0
23,2020-06-04,2.0,1.0,3.0
23,2020-06-02,1.0,2.0,3.0
23,2020-06-10,1.0,0.0,1.0
23,2020-06-07,1.0,0.0,1.0
23,2020-05-26,3.0,2.0,5.0
23,2020-05-25,3.0,1.0,4.0
23,2020-05-24,2.0,1.0,3.0
23,2020-06-08,2.0,0.0,2.0
23,2020-06-09,2.0,1.0,3.0
24,2020-06-04,2.0,1.0,3.0
24,2020-06-03,5.0,5.0,10.0
24,2020-05-27,2.0,2.0,4.0
24,2020-05-25,1.0,0.0,1.0
25,2020-05-19,0.0,2.0,2.0
25,2020-05-18,3.0,3.0,6.0
25,2020-05-27,0.0,4.0,4.0
25,2020-06-09,0.0,1.0,1.0
25,2020-06-08,1.0,0.0,1.0
25,2020-06-03,2.0,0.0,2.0
25,2020-05-29,4.0,0.0,4.0
25,2020-06-01,0.0,1.0,1.0
26,2020-06-06,2.0,1.0,3.0
26,2020-05-22,3.0,3.0,6.0
26,2020-05-26,1.0,2.0,3.0
26,2020-05-29,3.0,0.0,3.0
26,2020-05-31,1.0,0.0,1.0
26,2020-06-02,2.0,3.0,5.0
26,2020-06-03,1.0,1.0,2.0
26,2020-06-10,0.0,3.0,3.0
26,2020-06-07,1.0,0.0,1.0
26,2020-05-19,3.0,0.0,3.0
26,2020-06-04,2.0,0.0,2.0
27,2020-06-09,8.0,2.0,10.0
27,2020-05-20,3.0,2.0,5.0
27,2020-05-24,1.0,0.0,1.0
27,2020-05-29,2.0,4.0,6.0
27,2020-06-04,1.0,0.0,1.0
27,2020-06-07,3.0,6.0,9.0
27,2020-06-10,1.0,1.0,2.0
28,2020-06-10,1.0,2.0,3.0
28,2020-06-09,0.0,2.0,2.0
28,2020-06-08,1.0,0.0,1.0
28,2020-06-07,0.0,1.0,1.0
28,2020-06-05,1.0,0.0,1.0
28,2020-06-04,2.0,0.0,2.0
28,2020-06-03,1.0,1.0,2.0
28,2020-05-29,1.0,0.0,1.0
28,2020-06-01,1.0,0.0,1.0
28,2020-05-28,0.0,2.0,2.0
28,2020-05-26,1.0,3.0,4.0
28,2020-06-02,0.0,2.0,2.0
29,2020-06-01,1.0,0.0,1.0
29,2020-06-03,6.0,3.0,9.0
29,2020-05-31,9.0,4.0,13.0
29,2020-06-04,9.0,5.0,14.0
29,2020-05-19,2.0,0.0,2.0
29,2020-06-09,3.0,4.0,7.0
29,2020-05-24,1.0,2.0,3.0
30,2020-05-20,1.0,0.0,1.0
30,2020-05-22,1.0,0.0,1.0
30,2020-05-26,1.0,2.0,3.0
30,2020-05-28,1.0,0.0,1.0
30,2020-05-29,1.0,1.0,2.0
30,2020-06-04,0.0,3.0,3.0
30,2020-06-08,0.0,1.0,1.0
30,2020-06-09,4.0,1.0,5.0
30,2020-06-02,1.0,2.0,3.0
31,2020-06-10,7.0,0.0,7.0
31,2020-05-21,6.0,0.0,6.0
31,2020-05-25,4.0,0.0,4.0
31,2020-06-02,2.0,4.0,6.0
31,2020-06-04,2.0,0.0,2.0
31,2020-06-09,3.0,2.0,5.0
32,2020-05-19,3.0,0.0,3.0
32,2020-06-03,8.0,0.0,8.0
32,2020-05-25,0.0,3.0,3.0
32,2020-05-26,0.0,3.0,3.0
32,2020-05-27,4.0,0.0,4.0
32,2020-05-31,6.0,0.0,6.0
32,2020-06-04,0.0,1.0,1.0
32,2020-06-05,0.0,5.0,5.0
32,2020-06-06,0.0,7.0,7.0
32,2020-06-10,14.0,1.0,15.0
33,2020-05-15,3.0,0.0,3.0
33,2020-05-25,0.0,2.0,2.0
33,2020-06-09,0.0,4.0,4.0
33,2020-05-29,1.0,0.0,1.0
33,2020-05-30,4.0,3.0,7.0
33,2020-05-31,0.0,4.0,4.0
33,2020-06-01,1.0,3.0,4.0
33,2020-06-02,1.0,1.0,2.0
33,2020-06-03,8.0,7.0,15.0
33,2020-06-04,0.0,1.0,1.0
33,2020-06-05,0.0,1.0,1.0
33,2020-06-07,3.0,0.0,3.0
33,2020-06-08,2.0,9.0,11.0
33,2020-06-10,1.0,2.0,3.0
33,2020-05-26,0.0,3.0,3.0
34,2020-05-26,1.0,4.0,5.0
34,2020-06-02,1.0,1.0,2.0
34,2020-05-19,2.0,0.0,2.0
34,2020-05-22,2.0,1.0,3.0
34,2020-05-27,1.0,0.0,1.0
34,2020-05-28,5.0,0.0,5.0
34,2020-05-29,1.0,0.0,1.0
34,2020-05-30,1.0,0.0,1.0
34,2020-05-31,0.0,2.0,2.0
34,2020-06-03,1.0,0.0,1.0
34,2020-06-04,0.0,3.0,3.0
34,2020-06-09,2.0,9.0,11.0
34,2020-06-10,6.0,5.0,11.0
35,2020-06-08,11.0,0.0,11.0
35,2020-05-28,8.0,0.0,8.0
35,2020-06-04,8.0,2.0,10.0
35,2020-06-09,2.0,0.0,2.0
35,2020-06-03,9.0,0.0,9.0
35,2020-05-26,10.0,5.0,15.0
35,2020-05-25,8.0,0.0,8.0
35,2020-05-19,5.0,0.0,5.0
35,2020-05-29,6.0,0.0,6.0
36,2020-06-10,10.0,3.0,13.0
36,2020-06-03,3.0,2.0,5.0
36,2020-05-20,10.0,4.0,14.0
36,2020-05-22,3.0,2.0,5.0
36,2020-05-26,8.0,3.0,11.0
36,2020-05-28,9.0,3.0,12.0
36,2020-06-01,5.0,1.0,6.0
36,2020-06-09,16.0,7.0,23.0
36,2020-06-02,0.0,1.0,1.0
36,2020-06-04,1.0,0.0,1.0
38,2020-06-02,2.0,2.0,4.0
38,2020-06-03,3.0,2.0,5.0
38,2020-05-21,1.0,0.0,1.0
38,2020-05-26,3.0,0.0,3.0
38,2020-06-01,2.0,0.0,2.0
40,2020-06-03,0.0,1.0,1.0
40,2020-05-19,8.0,0.0,8.0
40,2020-05-18,2.0,0.0,2.0
40,2020-05-16,2.0,0.0,2.0
40,2020-05-26,4.0,0.0,4.0
40,2020-05-27,1.0,0.0,1.0
40,2020-06-01,0.0,3.0,3.0
40,2020-05-20,0.0,5.0,5.0
40,2020-05-25,3.0,3.0,6.0
40,2020-06-05,1.0,0.0,1.0
40,2020-06-09,5.0,4.0,9.0
40,2020-06-10,3.0,14.0,17.0
40,2020-06-04,5.0,2.0,7.0
41,2020-05-19,8.0,0.0,8.0
41,2020-06-10,0.0,1.0,1.0
41,2020-05-26,1.0,0.0,1.0
41,2020-06-03,2.0,1.0,3.0
41,2020-06-09,2.0,1.0,3.0
42,2020-06-09,2.0,5.0,7.0
42,2020-05-19,1.0,0.0,1.0
42,2020-05-22,2.0,2.0,4.0
42,2020-06-03,3.0,0.0,3.0
42,2020-06-01,3.0,2.0,5.0
42,2020-05-28,2.0,2.0,4.0
42,2020-05-25,2.0,0.0,2.0
42,2020-06-10,4.0,0.0,4.0
42,2020-05-20,2.0,4.0,6.0
42,2020-06-08,2.0,3.0,5.0
43,2020-06-02,0.0,2.0,2.0
43,2020-05-19,1.0,0.0,1.0
43,2020-06-03,2.0,0.0,2.0
43,2020-05-27,5.0,1.0,6.0
43,2020-06-01,0.0,1.0,1.0
43,2020-05-25,1.0,0.0,1.0
43,2020-06-10,5.0,6.0,11.0
43,2020-06-04,1.0,0.0,1.0
44,2020-06-10,3.0,0.0,3.0
44,2020-06-09,2.0,0.0,2.0
44,2020-06-08,0.0,1.0,1.0
44,2020-06-05,0.0,1.0,1.0
44,2020-05-27,1.0,1.0,2.0
44,2020-05-26,2.0,1.0,3.0
44,2020-05-25,2.0,0.0,2.0
44,2020-06-06,1.0,0.0,1.0
45,2020-06-04,0.0,2.0,2.0
45,2020-06-05,0.0,1.0,1.0
45,2020-06-02,1.0,0.0,1.0
45,2020-05-26,3.0,2.0,5.0
45,2020-05-18,1.0,0.0,1.0
45,2020-06-10,1.0,0.0,1.0
45,2020-06-09,0.0,2.0,2.0
46,2020-05-19,2.0,0.0,2.0
46,2020-05-25,2.0,0.0,2.0
47,2020-05-26,3.0,6.0,9.0
47,2020-06-04,5.0,5.0,10.0
47,2020-06-05,3.0,0.0,3.0
47,2020-06-08,0.0,1.0,1.0
47,2020-06-10,1.0,5.0,6.0
49,2020-05-26,1.0,4.0,5.0
49,2020-06-04,6.0,4.0,10.0
49,2020-06-10,0.0,2.0,2.0
49,2020-05-25,1.0,0.0,1.0
50,2020-05-28,2.0,0.0,2.0
50,2020-06-08,0.0,1.0,1.0
50,2020-06-07,2.0,0.0,2.0
50,2020-06-06,3.0,1.0,4.0
50,2020-06-05,0.0,1.0,1.0
50,2020-05-24,1.0,0.0,1.0
50,2020-05-25,0.0,1.0,1.0
50,2020-06-02,1.0,0.0,1.0
50,2020-06-10,2.0,2.0,4.0
51,2020-05-19,3.0,6.0,9.0
51,2020-06-10,1.0,1.0,2.0
51,2020-06-09,8.0,2.0,10.0
51,2020-06-04,3.0,0.0,3.0
51,2020-06-03,0.0,1.0,1.0
51,2020-06-02,7.0,1.0,8.0
51,2020-05-27,1.0,1.0,2.0
51,2020-05-21,2.0,1.0,3.0
52,2020-06-08,4.0,0.0,4.0
52,2020-06-03,1.0,0.0,1.0
52,2020-06-02,0.0,1.0,1.0
52,2020-05-26,0.0,2.0,2.0
52,2020-05-22,0.0,1.0,1.0
52,2020-05-21,0.0,1.0,1.0
52,2020-05-19,1.0,0.0,1.0
52,2020-06-09,0.0,3.0,3.0
52,2020-06-10,0.0,1.0,1.0
53,2020-06-10,6.0,2.0,8.0
53,2020-05-21,2.0,0.0,2.0
53,2020-05-25,0.0,2.0,2.0
53,2020-06-05,6.0,9.0,15.0
53,2020-06-06,1.0,2.0,3.0
53,2020-06-07,3.0,1.0,4.0
53,2020-06-09,0.0,2.0,2.0
60,2020-06-07,6.0,0.0,6.0
60,2020-06-08,2.0,3.0,5.0
60,2020-06-09,14.0,6.0,20.0
60,2020-05-26,2.0,0.0,2.0
60,2020-05-25,1.0,0.0,1.0
60,2020-05-23,0.0,1.0,1.0
60,2020-05-21,0.0,2.0,2.0
60,2020-06-06,0.0,2.0,2.0
60,2020-05-20,0.0,3.0,3.0
60,2020-05-19,11.0,0.0,11.0
60,2020-05-18,2.0,4.0,6.0
60,2020-05-22,0.0,1.0,1.0
60,2020-06-04,2.0,8.0,10.0
63,2020-06-06,0.0,4.0,4.0
63,2020-05-26,0.0,3.0,3.0
63,2020-05-19,1.0,0.0,1.0
65,2020-05-20,6.0,0.0,6.0
66,2020-06-09,8.0,3.0,11.0
66,2020-05-24,1.0,0.0,1.0
66,2020-05-26,4.0,0.0,4.0
66,2020-05-27,3.0,1.0,4.0
66,2020-06-02,0.0,1.0,1.0
66,2020-06-03,4.0,5.0,9.0
66,2020-06-06,7.0,0.0,7.0
69,2020-06-10,1.0,0.0,1.0
69,2020-05-25,2.0,1.0,3.0
69,2020-05-30,0.0,2.0,2.0
69,2020-06-01,3.0,1.0,4.0
69,2020-06-03,0.0,1.0,1.0
69,2020-06-09,1.0,2.0,3.0
69,2020-06-05,0.0,1.0,1.0
69,2020-06-04,0.0,1.0,1.0
70,2020-06-08,1.0,2.0,3.0
70,2020-06-09,4.0,1.0,5.0
70,2020-06-04,1.0,2.0,3.0
70,2020-05-19,2.0,0.0,2.0
70,2020-05-25,0.0,2.0,2.0
70,2020-06-05,0.0,1.0,1.0
70,2020-05-26,0.0,6.0,6.0
70,2020-05-27,1.0,0.0,1.0
70,2020-05-28,2.0,0.0,2.0
70,2020-05-30,0.0,2.0,2.0
70,2020-06-03,0.0,3.0,3.0
70,2020-06-01,2.0,0.0,2.0
72,2020-06-02,0.0,1.0,1.0
72,2020-05-22,4.0,0.0,4.0
72,2020-06-03,3.0,4.0,7.0
72,2020-06-04,0.0,3.0,3.0
72,2020-06-10,3.0,1.0,4.0
72,2020-06-09,0.0,3.0,3.0
77,2020-06-04,7.0,2.0,9.0
77,2020-06-02,2.0,0.0,2.0
77,2020-05-16,6.0,0.0,6.0
77,2020-06-10,5.0,7.0,12.0
87,2020-06-04,0.0,1.0,1.0
87,2020-05-22,8.0,3.0,11.0
87,2020-05-26,0.0,1.0,1.0
87,2020-05-27,2.0,0.0,2.0
87,2020-06-09,4.0,3.0,7.0
88,2020-05-30,1.0,0.0,1.0
88,2020-05-29,0.0,1.0,1.0
88,2020-06-10,0.0,1.0,1.0
88,2020-06-04,1.0,0.0,1.0
88,2020-06-07,4.0,0.0,4.0
88,2020-06-05,1.0,0.0,1.0
88,2020-05-26,3.0,0.0,3.0
88,2020-06-03,1.0,0.0,1.0
88,2020-06-02,1.0,1.0,2.0
88,2020-06-01,0.0,1.0,1.0
88,2020-06-08,2.0,0.0,2.0
89,2020-05-28,1.0,0.0,1.0
89,2020-06-03,1.0,0.0,1.0
89,2020-06-04,0.0,1.0,1.0
89,2020-05-24,5.0,0.0,5.0
